,Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,# Mediated Associates,# Potential Non-Normed Mediators,Shared Associate Strength,# Shared Associates,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Cue Concreteness(Scale 1-7),Cue Homograph? (Letter=Yes),Cue Part of Speech,Mean Cue Connectivity,Cue Connectivity Strength,Cue Resonance Probability,Cue Resonance Strength,Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F),Target Concreteness(Scale 1-7),Target Homograph? (Letter=Yes),Target Part of Speech,Mean Target Connectivity,Target Connectivity Strength,Target Resonance Probability,Target Resonance Strength,# of Other Associate Links to Target,Strength of Other Associate Links to Target
32176,IMAGINATION,FANTASY,YES,145.0,9.0,0.062,0,0.0088,1.0,1.0,0.0581,1.0,15.0,12.0,0.629,65.0,3,,N,1,2.28,0.14,1.14,8,7,0.277,14,2.03,,N,1.12,1.19,0.5,1.23,missing,missing
32177,IMAGINATION,FIGMENT,NO,145.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,15.0,14.0,0.808,65.0,3,,N,1,2.28,0.14,1.14,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
32178,IMAGINATION,INTELLECT,YES,145.0,2.0,0.014,0,0.0,0.0,1.0,0.0046,1.0,15.0,12.0,0.711,65.0,3,,N,1,2.28,0.14,1.14,12,10,0.668,5,1.83,,N,2.82,3.65,0.18,1.03,missing,missing
32179,IMAGINATION,MIND,YES,145.0,12.0,0.083,0,0.0094,3.0,1.0,0.0059,2.0,15.0,10.0,0.622,65.0,3,,N,1,2.28,0.14,1.14,10,7,0.616,325,2.6,N,N,1.67,1.92,0.78,1.46,missing,missing
32180,IMAGINATION,PICTURE,YES,145.0,2.0,0.014,0,0.0001,1.0,1.0,0.0,0.0,15.0,12.0,0.78,65.0,3,,N,1,2.28,0.14,1.14,11,10,0.775,162,6.75,,N,1.5,1.31,0.9,3.89,missing,missing
32181,IMAGINATION,THINK,YES,145.0,5.0,0.034,0,0.0192,2.0,1.0,0.0123,2.0,15.0,11.0,0.636,65.0,3,,N,1,2.28,0.14,1.14,22,18,0.515,433,3.38,,V,2.85,5.01,0.65,2.84,missing,missing
32182,IMAGINATION,THOUGHT,YES,145.0,8.0,0.055,0,0.0122,3.0,1.0,0.0239,3.0,15.0,9.0,0.195,65.0,3,,N,1,2.28,0.14,1.14,9,6,0.271,442,1.28,,N,1.78,2.05,0.67,1.68,missing,missing
32183,IMAGINATION,VIVID,YES,145.0,2.0,0.014,0.095,0.0,0.0,1.0,0.0032,1.0,15.0,12.0,0.677,65.0,3,,N,1,2.28,0.14,1.14,11,9,0.656,25,missing,,AJ,1,1.49,0.18,1.03,0,0
32184,IMAGINATION,WILD,YES,145.0,3.0,0.021,0,0.0,0.0,1.0,0.0,0.0,15.0,13.0,0.787,65.0,3,,N,1,2.28,0.14,1.14,15,12,0.54,56,3.72,,AJ,missing,missing,missing,missing,missing,missing
32329,IMPORTANT,ATTENTION,YES,145.0,2.0,0.014,0,0.001,1.0,8.0,0.0,0.0,25.0,15.0,0.402,369.0,2.38,,AJ,missing,missing,missing,missing,29,27,0.58,179,2.5,,N,0.59,1.49,0.15,1.1,missing,missing
32330,IMPORTANT,CRUCIAL,NO,145.0,3.0,0.021,missing,0.0,0.0,0.0,0.0,0.0,25.0,17.0,0.43,369.0,2.38,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
32331,IMPORTANT,FAMILY,YES,145.0,2.0,0.014,0,0.0004,1.0,8.0,0.0005,2.0,25.0,14.0,0.388,369.0,2.38,,AJ,missing,missing,missing,missing,25,23,0.836,331,5.85,,N,2.36,5.5,0.48,1.53,missing,missing
32332,IMPORTANT,IMPERATIVE,NO,145.0,3.0,0.021,missing,0.0,0.0,0.0,0.0,0.0,25.0,17.0,0.43,369.0,2.38,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
32333,IMPORTANT,INFORMATION,YES,145.0,5.0,0.034,0,0.0,0.0,8.0,0.0,0.0,25.0,16.0,0.396,369.0,2.38,,AJ,missing,missing,missing,missing,22,22,0.706,269,3.8,,N,1.05,1.83,0.23,1.45,missing,missing
32334,IMPORTANT,KNOW,YES,145.0,2.0,0.014,0,0.0,0.0,8.0,0.0,0.0,25.0,16.0,0.416,369.0,2.38,,AJ,missing,missing,missing,missing,24,21,0.699,683,2.7,,V,1.62,5.27,0.48,1.62,missing,missing
32335,IMPORTANT,LIFE,YES,145.0,2.0,0.014,0,0.0007,2.0,8.0,0.0002,1.0,25.0,13.0,0.374,369.0,2.38,,AJ,missing,missing,missing,missing,11,10,0.841,715,3.88,,N,1.36,2.11,0.73,1.67,missing,missing
32336,IMPORTANT,MAJOR,YES,145.0,4.0,0.028,0.071,0.0,0.0,8.0,0.0007,1.0,25.0,15.0,0.374,369.0,2.38,,AJ,missing,missing,missing,missing,10,8,0.688,247,3.27,P,AJ,0.9,1.75,0.6,1.69,0,0
32337,IMPORTANT,MEANINGFUL,YES,145.0,2.0,0.014,0.073,0.0004,1.0,8.0,0.0013,2.0,25.0,14.0,0.381,369.0,2.38,,AJ,missing,missing,missing,missing,22,15,0.382,24,missing,,AJ,missing,missing,missing,missing,missing,missing
32338,IMPORTANT,MESSAGE,YES,145.0,3.0,0.021,0,0.0027,1.0,8.0,0.0,0.0,25.0,15.0,0.312,369.0,2.38,,AJ,missing,missing,missing,missing,16,15,0.798,64,4.55,,N,1.67,2.93,0.13,1.11,missing,missing
32339,IMPORTANT,NECESSARY,YES,145.0,5.0,0.034,0.055,0.0063,1.0,8.0,0.0004,1.0,25.0,14.0,0.271,369.0,2.38,,AJ,missing,missing,missing,missing,12,5,0.651,222,1.87,,AJ,missing,missing,missing,missing,missing,missing
32340,IMPORTANT,NOTICE,YES,145.0,2.0,0.014,0,0.0,0.0,8.0,0.001,1.0,25.0,15.0,0.402,369.0,2.38,,AJ,missing,missing,missing,missing,14,12,0.59,59,3.85,,N,1.46,2.49,0.15,1.04,missing,missing
32341,IMPORTANT,PEOPLE,YES,145.0,2.0,0.014,0,0.0003,2.0,8.0,0.0004,1.0,25.0,14.0,0.388,369.0,2.38,,AJ,missing,missing,missing,missing,18,17,0.738,847,5.51,,N,1.44,2.06,0.61,2.62,missing,missing
32342,IMPORTANT,POWERFUL,YES,145.0,2.0,0.014,0,0.0,0.0,8.0,0.0,0.0,25.0,16.0,0.416,369.0,2.38,,AJ,missing,missing,missing,missing,10,9,0.86,63,3,,AJ,2.33,3.35,0,1,missing,missing
32343,IMPORTANT,PRIORITY,NO,145.0,6.0,0.041,missing,0.0,0.0,0.0,0.0,0.0,25.0,17.0,0.43,369.0,2.38,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
32344,IMPORTANT,SCHOOL,YES,145.0,4.0,0.028,0,0.0011,2.0,8.0,0.0,0.0,25.0,14.0,0.34,369.0,2.38,,AJ,missing,missing,missing,missing,22,20,0.805,492,5.25,T,N,3.35,4.18,0.7,2.65,missing,missing
32345,IMPORTANT,SERIOUS,YES,145.0,6.0,0.041,0.036,0.0,0.0,8.0,0.0,0.0,25.0,16.0,0.389,369.0,2.38,,AJ,missing,missing,missing,missing,20,18,0.589,116,2.63,,AJ,0.95,2.74,0.11,1.06,0,0
32346,IMPORTANT,SIGNIFICANT,NO,145.0,6.0,0.041,missing,0.0,0.0,0.0,0.0,0.0,25.0,17.0,0.43,369.0,2.38,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
32347,IMPORTANT,SPECIAL,YES,145.0,3.0,0.021,0.129,0.0008,2.0,8.0,0.0003,1.0,25.0,14.0,0.381,369.0,2.38,,AJ,missing,missing,missing,missing,20,16,0.498,245,missing,,AJ,1.67,1.72,0.39,1.3,0,0
32348,IMPORTANT,TRIVIAL,NO,145.0,5.0,0.034,missing,0.0,0.0,0.0,0.0,0.0,25.0,17.0,0.43,369.0,2.38,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
32349,IMPORTANT,UNIMPORTANT,NO,145.0,7.0,0.048,missing,0.0,0.0,0.0,0.0,0.0,25.0,17.0,0.43,369.0,2.38,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
32350,IMPORTANT,URGENT,YES,145.0,14.0,0.097,0.174,0.0,0.0,8.0,0.0028,2.0,25.0,14.0,0.278,369.0,2.38,,AJ,missing,missing,missing,missing,10,7,0.629,21,2.09,,AJ,1.7,2.59,0.2,1.13,0,0
32351,IMPORTANT,VALID,NO,145.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,25.0,17.0,0.43,369.0,2.38,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
32352,IMPORTANT,VALUABLE,YES,145.0,2.0,0.014,0.03,0.0,0.0,8.0,0.0003,1.0,25.0,15.0,0.395,369.0,2.38,,AJ,missing,missing,missing,missing,15,13,0.787,45,2.53,,AJ,3.6,5.32,0.2,1.28,0,0
32353,IMPORTANT,VITAL,NO,145.0,4.0,0.028,missing,0.0,0.0,0.0,0.0,0.0,25.0,17.0,0.43,369.0,2.38,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
32458,INCLINE,BENCH,YES,148.0,6.0,0.041,0,0.0003,1.0,1.0,0.0027,2.0,17.0,13.0,0.657,4.0,missing,T,V,1.38,3.61,0.31,1.18,14,11,0.719,35,6.73,,N,2.08,4.15,0.23,1.17,missing,missing
32459,INCLINE,CHAIR,YES,148.0,3.0,0.02,0,0.0045,1.0,1.0,0.0005,1.0,17.0,14.0,0.671,4.0,missing,T,V,1.38,3.61,0.31,1.18,14,12,0.943,66,6.12,,N,2.46,4.65,0.85,3.75,missing,missing
32460,INCLINE,CLIFF,YES,148.0,2.0,0.014,0,0.0055,1.0,1.0,0.0047,1.0,17.0,13.0,0.421,4.0,missing,T,V,1.38,3.61,0.31,1.18,12,11,0.833,11,5.98,,N,1.83,2.51,0.17,1.37,missing,missing
32461,INCLINE,DECLINE,YES,148.0,9.0,0.061,0.039,0.0,0.0,1.0,0.0045,2.0,17.0,13.0,0.563,4.0,missing,T,V,1.38,3.61,0.31,1.18,17,12,0.556,31,missing,,V,2.33,3.68,0.07,1.06,0,0
32462,INCLINE,DOWN,YES,148.0,4.0,0.027,0,0.0442,3.0,1.0,0.0238,1.0,17.0,12.0,0.589,4.0,missing,T,V,1.38,3.61,0.31,1.18,10,9,0.291,895,3.23,W,AD,0.6,1.52,0.8,2.26,missing,missing
32463,INCLINE,HILL,YES,148.0,20.0,0.135,0.013,0.0855,3.0,1.0,0.0081,3.0,17.0,11.0,0.299,4.0,missing,T,V,1.38,3.61,0.31,1.18,14,8,0.671,72,6.02,,N,2.42,3.07,0.5,2.19,3,0.639
32464,INCLINE,LAY,YES,148.0,2.0,0.014,0,0.0003,1.0,1.0,0.006,1.0,17.0,13.0,0.671,4.0,missing,T,V,1.38,3.61,0.31,1.18,13,12,0.638,139,3.18,,V,1.62,3.98,0.15,1.04,missing,missing
32465,INCLINE,LEAN,YES,148.0,3.0,0.02,0,0.0016,1.0,1.0,0.0003,2.0,17.0,13.0,0.664,4.0,missing,T,V,1.38,3.61,0.31,1.18,22,18,0.781,20,3.91,N,V,1.32,3.84,0,1,missing,missing
32466,INCLINE,PLANE,YES,148.0,3.0,0.02,0,0.0,0.0,1.0,0.0,0.0,17.0,15.0,0.712,4.0,missing,T,V,1.38,3.61,0.31,1.18,12,12,0.77,114,5.31,N,N,1.75,1.96,0.58,2.1,missing,missing
32467,INCLINE,PRESS,YES,148.0,2.0,0.014,0,0.0015,1.0,1.0,0.0,0.0,17.0,14.0,0.677,4.0,missing,T,V,1.38,3.61,0.31,1.18,17,16,0.758,127,missing,P,V,missing,missing,missing,missing,missing,missing
32468,INCLINE,RISE,YES,148.0,5.0,0.034,0,0.001,1.0,1.0,0.0025,1.0,17.0,13.0,0.576,4.0,missing,T,V,1.38,3.61,0.31,1.18,10,9,0.792,102,3.64,,V,1.4,2.93,0.2,1.03,missing,missing
32469,INCLINE,SLOPE,YES,148.0,12.0,0.081,0.013,0.0134,3.0,1.0,0.0239,3.0,17.0,11.0,0.259,4.0,missing,T,V,1.38,3.61,0.31,1.18,14,8,0.585,19,missing,,N,1.83,3.24,0.33,1.2,3,0.105
32470,INCLINE,STEEP,YES,148.0,24.0,0.162,0.101,0.0028,2.0,1.0,0.0629,3.0,17.0,12.0,0.34,4.0,missing,T,V,1.38,3.61,0.31,1.18,14,10,0.273,13,missing,N,ADJ,2,4.79,0.21,1.18,2,0.026
32471,INCLINE,SUGGEST,YES,148.0,2.0,0.014,0,0.0,0.0,1.0,0.0,0.0,17.0,15.0,0.718,4.0,missing,T,V,1.38,3.61,0.31,1.18,23,19,0.571,54,missing,,V,missing,missing,missing,missing,missing,missing
32472,INCLINE,TEND,YES,148.0,5.0,0.034,0.02,0.0,0.0,1.0,0.0009,1.0,17.0,14.0,0.678,4.0,missing,T,V,1.38,3.61,0.31,1.18,24,18,0.478,43,missing,N,V,missing,missing,missing,missing,missing,missing
32473,INCLINE,TILT,NO,148.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,17.0,16.0,0.732,4.0,missing,T,V,1.38,3.61,0.31,1.18,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
32474,INCLINE,UP,YES,148.0,6.0,0.041,0,0.0221,3.0,1.0,0.0228,1.0,17.0,12.0,0.495,4.0,missing,T,V,1.38,3.61,0.31,1.18,5,4,0.102,1895,3.8,,AD,1.2,1.33,1,2.02,missing,missing
33115,INSURANCE,ACCIDENT,YES,146.0,3.0,0.021,0,0.0007,1.0,3.0,0.0734,1.0,21.0,15.0,0.563,46.0,missing,,N,1.17,2,0.22,1.26,20,15,0.481,33,4.26,,N,1.69,3.9,0.44,1.69,missing,missing
33116,INSURANCE,AGENT,YES,146.0,3.0,0.021,0.068,0.0,0.0,3.0,0.001,1.0,21.0,16.0,0.714,46.0,missing,,N,1.17,2,0.22,1.26,24,19,0.604,44,missing,,N,1.48,2.99,0.24,1.28,0,0
33117,INSURANCE,CAR,YES,146.0,30.0,0.205,0,0.0124,5.0,3.0,0.0013,2.0,21.0,11.0,0.399,46.0,missing,,N,1.17,2,0.22,1.26,25,20,0.776,274,6.35,,N,2.5,4.42,0.91,5.52,missing,missing
33118,INSURANCE,CARD,YES,146.0,3.0,0.021,0,0.0,0.0,3.0,0.0,0.0,21.0,17.0,0.782,46.0,missing,,N,1.17,2,0.22,1.26,21,19,0.857,26,5.61,T,N,0.89,2.25,0.21,1.53,missing,missing
33119,INSURANCE,CLAIM,YES,146.0,2.0,0.014,0.118,0.0,0.0,3.0,0.0018,1.0,21.0,16.0,0.721,46.0,missing,,N,1.17,2,0.22,1.26,22,19,0.538,98,missing,,V,0.81,2.32,0.14,1.1,0,0
33120,INSURANCE,COMPANY,YES,146.0,5.0,0.034,0,0.0,0.0,3.0,0.0065,3.0,21.0,14.0,0.407,46.0,missing,,N,1.17,2,0.22,1.26,15,12,0.589,290,4.63,T,N,1.87,2.84,0.27,1.32,missing,missing
33121,INSURANCE,COVERAGE,NO,146.0,4.0,0.027,missing,0.0,0.0,0.0,0.0,0.0,21.0,18.0,0.803,46.0,missing,,N,1.17,2,0.22,1.26,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
33122,INSURANCE,DAMAGE,YES,146.0,2.0,0.014,0,0.0,0.0,3.0,0.0077,3.0,21.0,14.0,0.495,46.0,missing,,N,1.17,2,0.22,1.26,19,16,0.609,33,4.85,,N,2.37,5.99,0.26,1.14,missing,missing
33123,INSURANCE,ENSURE,NO,146.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,21.0,18.0,0.803,46.0,missing,,N,1.17,2,0.22,1.26,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
33124,INSURANCE,EXPENSIVE,YES,146.0,7.0,0.048,0,0.0022,1.0,3.0,0.0234,2.0,21.0,15.0,0.482,46.0,missing,,N,1.17,2,0.22,1.26,13,11,0.503,44,2.45,,AJ,1.85,3.43,0.39,1.47,missing,missing
33125,INSURANCE,FRAUD,YES,146.0,4.0,0.027,0,0.0,0.0,3.0,0.0024,1.0,21.0,16.0,0.708,46.0,missing,,N,1.17,2,0.22,1.26,17,13,0.695,8,2.72,,N,2.93,3.65,0.07,1.02,missing,missing
33126,INSURANCE,GUARANTEE,NO,146.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,21.0,18.0,0.803,46.0,missing,,N,1.17,2,0.22,1.26,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
33127,INSURANCE,HEALTH,YES,146.0,2.0,0.014,0,0.0,0.0,3.0,0.0012,1.0,21.0,16.0,0.734,46.0,missing,,N,1.17,2,0.22,1.26,21,20,0.7,105,3.54,,N,1.71,5.26,0.24,1.1,missing,missing
33128,INSURANCE,LIFE,YES,146.0,8.0,0.055,0,0.0003,1.0,3.0,0.0,0.0,21.0,16.0,0.734,46.0,missing,,N,1.17,2,0.22,1.26,11,11,0.853,715,3.88,,N,1.36,2.11,0.73,1.67,missing,missing
33129,INSURANCE,MONEY,YES,146.0,10.0,0.068,0,0.0146,8.0,3.0,0.0,0.0,21.0,9.0,0.358,46.0,missing,,N,1.17,2,0.22,1.26,19,18,0.744,265,5.77,,N,1.39,2.91,0.89,5.53,missing,missing
33130,INSURANCE,PEACE,YES,146.0,2.0,0.014,0,0.0,0.0,3.0,0.0,0.0,21.0,17.0,0.789,46.0,missing,,N,1.17,2,0.22,1.26,19,15,0.798,198,2.98,,N,0.67,1.54,0.33,1.65,missing,missing
33131,INSURANCE,POLICY,YES,146.0,13.0,0.089,0.059,0.0005,1.0,3.0,0.0,0.0,21.0,16.0,0.68,46.0,missing,,N,1.17,2,0.22,1.26,14,12,0.661,222,missing,,N,1.08,1.52,0.15,1.1,1,0.014
33132,INSURANCE,PROTECTION,YES,146.0,6.0,0.041,0.014,0.0021,1.0,3.0,0.0061,2.0,21.0,15.0,0.659,46.0,missing,,N,1.17,2,0.22,1.26,23,19,0.593,68,3.49,,N,2,4.52,0.32,1.61,1,0.043
33133,INSURANCE,SAFETY,YES,146.0,7.0,0.048,0,0.0037,1.0,3.0,0.0029,2.0,21.0,15.0,0.659,46.0,missing,,N,1.17,2,0.22,1.26,19,15,0.72,48,4.27,G,N,1.18,2.17,0.29,1.43,missing,missing
33134,INSURANCE,SALESMAN,YES,146.0,2.0,0.014,0,0.0,0.0,3.0,0.0242,2.0,21.0,15.0,0.516,46.0,missing,,N,1.17,2,0.22,1.26,28,23,0.59,12,missing,,N,1.52,3.96,0.08,1.08,missing,missing
33135,INSURANCE,SECURITY,YES,146.0,8.0,0.055,0,0.0024,2.0,3.0,0.0,0.0,21.0,15.0,0.659,46.0,missing,,N,1.17,2,0.22,1.26,13,11,0.714,91,3.32,,N,0.91,1.74,0.18,1.17,missing,missing
33465,INVENT,CREATE,YES,153.0,32.0,0.209,0.048,0.024,3.0,3.0,0.0398,3.0,16.0,9.0,0.289,7.0,missing,,V,missing,missing,missing,missing,13,8,0.242,54,missing,,V,1.42,1.63,0.58,1.49,0,0
33466,INVENT,DESTROY,YES,153.0,2.0,0.013,0,0.0496,2.0,3.0,0.0023,1.0,16.0,10.0,0.302,7.0,missing,,V,missing,missing,missing,missing,24,20,0.734,48,3.63,,V,2.05,3.13,0.67,2.96,missing,missing
33467,INVENT,DEVELOP,YES,153.0,2.0,0.013,0,0.0086,1.0,3.0,0.0181,2.0,16.0,10.0,0.302,7.0,missing,,V,missing,missing,missing,missing,16,12,0.599,322,missing,,V,1.5,2.1,0.07,1.04,missing,missing
33468,INVENT,DISCOVER,YES,153.0,14.0,0.092,0.014,0.0005,1.0,3.0,0.0009,1.0,16.0,10.0,0.49,7.0,missing,,V,missing,missing,missing,missing,16,10,0.736,40,3.25,,V,0.25,0.89,0.33,1.23,0,0
33469,INVENT,EDISON,NO,153.0,5.0,0.033,missing,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.661,7.0,missing,,V,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
33470,INVENT,ELECTRICITY,YES,153.0,2.0,0.013,0,0.0,0.0,3.0,0.0,0.0,16.0,12.0,0.648,7.0,missing,,V,missing,missing,missing,missing,15,13,0.796,26,4.51,,N,1.54,1.95,0.54,1.66,missing,missing
33471,INVENT,INVENTION,NO,153.0,2.0,0.013,missing,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.661,7.0,missing,,V,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
33472,INVENT,INVENTOR,YES,153.0,5.0,0.033,0,0.0,0.0,3.0,0.0128,8.0,16.0,7.0,0.294,7.0,missing,,V,missing,missing,missing,missing,23,11,0.427,7,missing,,N,missing,missing,missing,missing,missing,missing
33473,INVENT,LIGHT BULB,NO,153.0,10.0,0.065,missing,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.661,7.0,missing,,V,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
33474,INVENT,MACHINE,YES,153.0,5.0,0.033,0,0.0014,1.0,3.0,0.0,0.0,16.0,11.0,0.595,7.0,missing,,V,missing,missing,missing,missing,17,15,0.65,103,6.75,,N,1,2.2,0.53,1.44,missing,missing
33475,INVENT,MAKE,YES,153.0,21.0,0.137,0,0.0603,4.0,3.0,0.0372,3.0,16.0,7.0,0.243,7.0,missing,,V,missing,missing,missing,missing,14,11,0.494,794,2.89,,V,1.5,2.76,0.5,2.07,missing,missing
33476,INVENT,MONEY,YES,153.0,2.0,0.013,0,0.0,0.0,3.0,0.0,0.0,16.0,12.0,0.648,7.0,missing,,V,missing,missing,missing,missing,19,18,0.744,265,5.77,,N,1.39,2.91,0.89,5.53,missing,missing
33477,INVENT,NEW,YES,153.0,7.0,0.046,0,0.0023,2.0,3.0,0.0,0.0,16.0,10.0,0.49,7.0,missing,,V,missing,missing,missing,missing,10,9,0.885,1635,3.44,,AJ,1,1.79,0.67,2.35,missing,missing
33478,INVENT,PRODUCE,YES,153.0,2.0,0.013,0,0.0023,1.0,3.0,0.0173,1.0,16.0,11.0,0.511,7.0,missing,,V,missing,missing,missing,missing,17,14,0.714,82,4.19,,V,2,3.5,0.07,1.02,missing,missing
33479,INVENT,SCIENTIST,YES,153.0,4.0,0.026,0,0.002,1.0,3.0,0.0,0.0,16.0,11.0,0.602,7.0,missing,,V,missing,missing,missing,missing,17,17,0.799,17,6.48,,N,2.18,4.99,0.24,1.09,missing,missing
33480,INVENT,TELEPHONE,YES,153.0,3.0,0.02,0,0.0,0.0,3.0,0.0,0.0,16.0,12.0,0.641,7.0,missing,,V,missing,missing,missing,missing,17,15,0.84,76,6.15,,N,1,2.15,0.47,2.14,missing,missing
34121,JOY,CHRISTMAS,YES,156.0,4.0,0.026,0.021,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.874,40.0,3.54,,N,2,4.36,0.44,1.2,13,11,0.757,27,4.53,,N,0.92,2.59,0.58,1.83,0,0
34122,JOY,FUN,YES,156.0,11.0,0.071,0,0.0035,2.0,0.0,0.0721,2.0,9.0,5.0,0.213,40.0,3.54,,N,2,4.36,0.44,1.2,15,13,0.498,44,2.45,,N,2.13,3.33,0.73,2.03,missing,missing
34123,JOY,HAPPINESS,YES,156.0,32.0,0.205,0.122,0.0008,1.0,0.0,0.0284,4.0,9.0,4.0,0.11,40.0,3.54,,N,2,4.36,0.44,1.2,14,7,0.272,23,1.94,,N,2.33,4.95,0.33,1.24,1,0.011
34124,JOY,HAPPY,YES,156.0,60.0,0.385,0.014,0.063,6.0,0.0,0.0371,2.0,9.0,2.0,0.039,40.0,3.54,,N,2,4.36,0.44,1.2,8,4,0.19,98,3.51,,AJ,1.29,1.52,0.86,3.38,6,1.083
34125,JOY,HATE,YES,156.0,2.0,0.013,0,0.0324,1.0,0.0,0.0296,2.0,9.0,6.0,0.758,40.0,3.54,,N,2,4.36,0.44,1.2,12,9,0.285,42,3.86,,V,1,1.58,0.55,3.2,missing,missing
34126,JOY,LAUGH,YES,156.0,4.0,0.026,0,0.0171,2.0,0.0,0.0552,2.0,9.0,6.0,0.418,40.0,3.54,,N,2,4.36,0.44,1.2,8,6,0.765,28,4.29,,V,1.75,1.95,0.88,3.09,missing,missing
34127,JOY,LOVE,YES,156.0,11.0,0.071,0,0.0248,2.0,0.0,0.019,3.0,9.0,5.0,0.226,40.0,3.54,,N,2,4.36,0.44,1.2,18,15,0.266,232,3.51,,N,1.67,2.87,0.78,3.58,missing,missing
34128,JOY,SAD,YES,156.0,9.0,0.058,0,0.3056,4.0,0.0,0.2441,1.0,9.0,4.0,0.194,40.0,3.54,,N,2,4.36,0.44,1.2,7,6,0.27,35,3.52,,AJ,1.14,2.09,1,3.27,missing,missing
34129,JOY,SORROW,YES,156.0,7.0,0.045,0.054,0.0,0.0,0.0,0.0543,2.0,9.0,6.0,0.412,40.0,3.54,,N,2,4.36,0.44,1.2,13,10,0.346,9,2.61,,N,2.54,5.7,0.54,1.56,0,0
34681,KING,CROWN,YES,127.0,2.0,0.016,0.471,0.0003,1.0,1.0,0.0587,1.0,8.0,4.0,0.102,88.0,5.54,G,N,1.29,1.59,0.86,3.11,8,6,0.353,19,5.82,,N,1.38,4.12,0.5,1.09,1,0.02
34682,KING,KONG,NO,127.0,3.0,0.024,missing,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.906,88.0,5.54,G,N,1.29,1.59,0.86,3.11,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
34683,KING,MONARCH,YES,127.0,5.0,0.039,0.317,0.0,0.0,1.0,0.0531,2.0,8.0,4.0,0.064,88.0,5.54,G,N,1.29,1.59,0.86,3.11,10,6,0.231,3,6.4,,N,1.78,2.88,0.22,1.05,0,0
34684,KING,POWERFUL,YES,127.0,2.0,0.016,0,0.0,0.0,1.0,0.0,0.0,8.0,6.0,0.89,88.0,5.54,G,N,1.29,1.59,0.86,3.11,10,9,0.86,63,3,,AJ,2.33,3.35,0,1,missing,missing
34685,KING,PRINCE,YES,127.0,2.0,0.016,0.134,0.0003,1.0,1.0,0.0423,3.0,8.0,3.0,0.086,88.0,5.54,G,N,1.29,1.59,0.86,3.11,13,6,0.488,33,5.03,,N,missing,missing,missing,missing,missing,missing
34686,KING,QUEEN,YES,127.0,98.0,0.772,0.73,0.0082,4.0,1.0,0.0004,1.0,8.0,2.0,0.047,88.0,5.54,G,N,1.29,1.59,0.86,3.11,7,4,0.109,41,6.38,N,N,0.67,1.34,0.5,2.08,4,0.423
34687,KING,ROYALTY,YES,127.0,2.0,0.016,0.412,0.0212,2.0,1.0,0.1779,2.0,8.0,4.0,0.102,88.0,5.54,G,N,1.29,1.59,0.86,3.11,11,7,0.169,7,missing,,N,1.6,4.14,0.4,1.08,2,0.047
34688,KING,RULER,YES,127.0,4.0,0.031,0.052,0.0056,1.0,1.0,0.0,0.0,8.0,5.0,0.836,88.0,5.54,G,N,1.29,1.59,0.86,3.11,16,15,0.839,3,6.37,N,N,1.19,3.56,0.31,1.5,1,0.143
