Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,# Mediated Associates,# Non-Normed Potential Mediators,Shared Associate Strength,# Shared Associates,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Cue Concreteness(Scale 1-7),Cue Homograph? (Letter=Yes),Cue Part of Speech,Mean Cue Connectivity,Cue Connectivity Strength,Cue Resonance Probability,Cue Resonance Strength,Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F),Target Concreteness(Scale 1-7),Target Homograph? (Letter=Yes),Target Part of Speech,Mean Target Connectivity,Target Connectivity Strength,Target Resonance Probability,Target Resonance Strength,# of Other Associate Links to Target,Strength of Other Associate Links to Target
UNPLEASANT,PLEASANT,YES,154,12,0.078,0.053,0.0013,1,1,0.0073,3,21,16,0.426,15,missing,,,2.25,6.94,0.05,1.05,19,14,0.334,38,missing,,,1.89,4.16,0.17,1.14,1,0.048
UNPLEASANT,RUDE,YES,154,2,0.013,0,0,0,1,0.0169,4,21,15,0.575,15,missing,,,2.25,6.94,0.05,1.05,20,15,0.46,6,2.95,,,2.47,4.93,0.26,1.71,missing,missing
UNPLEASANT,SAD,YES,154,3,0.019,0,0.0334,2,1,0.0023,1,21,17,0.647,15,missing,,,2.25,6.94,0.05,1.05,7,6,0.853,35,3.52,,,1.14,2.09,1,3.27,missing,missing
UNPLEASANT,SCHOOL,YES,154,2,0.013,0,0,0,1,0,0,21,19,0.711,15,missing,,,2.25,6.94,0.05,1.05,22,20,0.805,492,5.25,T,N,3.35,4.18,0.7,2.65,missing,missing
UNPLEASANT,SMELL,YES,154,5,0.032,0,0.0554,6,1,0.0211,4,21,12,0.335,15,missing,,,2.25,6.94,0.05,1.05,13,9,0.455,34,4.4,,,1.54,3.69,0.77,4.21,missing,missing
UNPLEASANT,TASTE,YES,154,2,0.013,0,0.0058,1,1,0.0045,1,21,18,0.679,15,missing,,,2.25,6.94,0.05,1.05,15,14,0.75,59,4.53,,,2.27,5.85,0.6,1.91,missing,missing
UNPLEASANT,UNCOMFORTABLE,YES,154,3,0.019,0,0,0,1,0.0025,2,21,17,0.673,15,missing,,,2.25,6.94,0.05,1.05,19,16,0.446,13,missing,,AJ,1.39,4.58,0.17,1.22,missing,missing
UNPLEASANT,UNHAPPY,YES,154,7,0.045,0,0.001,1,1,0.014,1,21,18,0.66,15,missing,,,2.25,6.94,0.05,1.05,5,4,0.18,26,3.28,,,1.6,3.11,0.6,1.12,missing,missing
UNSEEN,BLIND,YES,148,12,0.083,0,0,0,4,0.0004,1,12,6,0.277,5,missing,,,missing,missing,missing,missing,19,17,0.794,47,4.39,,,1.61,2.9,0.28,1.39,missing,missing
UNSEEN,COVERED,YES,148,2,0.014,0.014,0,0,4,0.0065,1,12,6,0.222,5,missing,,,missing,missing,missing,missing,25,15,0.407,104,missing,T,ADJ,0.76,0,0.12,0,0,0
UNSEEN,DARK,YES,148,2,0.014,0,0.0053,3,4,0,0,12,4,0.063,5,missing,,,missing,missing,missing,missing,8,7,0.861,185,4.68,G,AJ,0.29,0.9,0.71,1.91,missing,missing
UNSEEN,FORESEEN,NO,148,2,0.014,0,0,0,0,0,0,12,8,0.374,5,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNSEEN,GHOST,YES,148,3,0.021,0,0,0,4,0,0,12,7,0.353,5,missing,,,missing,missing,missing,missing,24,20,0.738,11,4.25,,,1.45,2.27,0.55,3.42,missing,missing
UNSEEN,HIDDEN,YES,148,20,0.138,0.048,0.0007,1,4,0.0021,3,12,4,0.194,5,missing,,,missing,missing,missing,missing,28,19,0.639,20,missing,,,1.41,4.56,0.23,1.3,0,0
UNSEEN,HIDE,YES,148,2,0.014,0.014,0.0029,1,4,0,0,12,6,0.222,5,missing,,,missing,missing,missing,missing,9,8,0.742,22,5.45,N,V,0.44,1.42,0.22,1.11,0,0
UNSEEN,INVISIBLE,NO,148,20,0.138,0,0,0,0,0,0,12,8,0.374,5,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNSEEN,SEEN,NO,148,17,0.117,0,0,0,0,0,0,12,8,0.374,5,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNSEEN,UNCLEAR,YES,148,2,0.014,0,0,0,4,0,0,12,7,0.36,5,missing,,,missing,missing,missing,missing,17,10,0.422,57,missing,,,1.1,0,0.4,0,missing,missing
UNSEEN,UNHEARD,NO,148,10,0.069,0,0,0,0,0,0,12,8,0.374,5,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNSEEN,UNKNOWN,YES,148,11,0.076,0,0,0,4,0.0002,1,12,6,0.284,5,missing,,,missing,missing,missing,missing,21,15,0.568,47,missing,,,1.19,0,0.31,0,missing,missing
UNSOLVED,ANSWER,YES,152,2,0.013,0,0.0147,1,2,0,0,9,5,0.711,3,missing,,,missing,missing,missing,missing,9,9,0.866,152,3.85,,,1.44,2.25,0.67,3.39,missing,missing
UNSOLVED,FINISH,YES,152,2,0.013,0,0,0,2,0,0,9,6,0.783,3,missing,,,missing,missing,missing,missing,8,8,0.905,39,2.78,T,V,1.25,2.75,0.63,2.58,missing,missing
UNSOLVED,MYSTERY,YES,152,95,0.625,0.029,0.0027,1,2,0.0019,1,9,5,0.138,3,missing,,,missing,missing,missing,missing,19,14,0.705,39,missing,,,1.69,3.21,0.38,2.06,0,0
UNSOLVED,OPEN,YES,152,3,0.02,0,0,0,2,0,0,9,6,0.776,3,missing,,,missing,missing,missing,missing,5,5,0.866,319,3.72,G,AJ,1.6,1.92,1,1.78,missing,missing
UNSOLVED,PROBLEM,YES,152,11,0.072,0,0,0,2,0.0027,1,9,5,0.711,3,missing,,,missing,missing,missing,missing,13,12,0.598,313,3.64,,,1.31,2.93,0.46,1.85,missing,missing
UNSOLVED,PUZZLE,YES,152,3,0.02,0,0,0,2,0,0,9,6,0.776,3,missing,,,missing,missing,missing,missing,13,11,0.717,10,5.81,,,0.64,1.17,0.46,2.1,missing,missing
UNSOLVED,QUESTIONS,NO,152,2,0.013,0,0,0,0,0,0,9,7,0.796,3,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNSOLVED,SOLVED,NO,152,11,0.072,0,0,0,0,0,0,9,7,0.796,3,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNSOLVED,UNKNOWN,YES,152,5,0.033,0,0.0362,1,2,0.0519,1,9,5,0.138,3,missing,,,missing,missing,missing,missing,21,15,0.5,47,missing,,,1.19,0,0.31,0,missing,missing
UNSURE,CERTAIN,YES,154,2,0.013,0.033,0.0066,2,8,0.0776,3,23,11,0.258,1,missing,,,missing,missing,missing,missing,10,2,0.053,313,missing,,,2.2,0,0.6,0,0,0
UNSURE,CONFIDENT,YES,154,2,0.013,0,0.0133,1,8,0.0357,1,23,13,0.355,1,missing,,,missing,missing,missing,missing,20,17,0.51,16,missing,,,1.72,2.6,0.17,1.1,missing,missing
UNSURE,CONFUSED,NO,154,6,0.039,0,0,0,0,0,0,23,15,0.563,1,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNSURE,DEODORANT,YES,154,3,0.019,0,0.031,1,8,0.0027,1,23,13,0.349,1,missing,,,missing,missing,missing,missing,17,12,0.679,2,6.19,,,1.23,3.36,0.39,1.28,missing,missing
UNSURE,DON'T KNOW,NO,154,2,0.013,0,0,0,0,0,0,23,15,0.563,1,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNSURE,DOUBT,YES,154,12,0.078,0.103,0.0006,1,8,0.0103,4,23,10,0.219,1,missing,,,missing,missing,missing,missing,18,9,0.417,114,missing,,,2.08,0,0.23,0,0,0
UNSURE,DUMB,YES,154,2,0.013,0,0,0,8,0,0,23,14,0.55,1,missing,,,missing,missing,missing,missing,4,4,0.826,13,3.36,,,0.5,1.08,0.75,2.11,missing,missing
UNSURE,HESITANT,NO,154,2,0.013,0,0,0,0,0,0,23,15,0.563,1,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNSURE,INDECISIVE,NO,154,2,0.013,0,0,0,0,0,0,23,15,0.563,1,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNSURE,INSECURE,YES,154,6,0.039,0.06,0,0,8,0.0081,6,23,10,0.271,1,missing,,,missing,missing,missing,missing,19,10,0.47,3,missing,,,2.4,3.52,0.13,1.05,0,0
UNSURE,MAYBE,YES,154,5,0.032,0.013,0,0,8,0.0073,4,23,11,0.213,1,missing,,,missing,missing,missing,missing,23,7,0.565,134,missing,,,2.55,0,0.36,0,0,0
UNSURE,NERVOUS,YES,154,4,0.026,0,0.0026,2,8,0.0029,1,23,11,0.466,1,missing,,,missing,missing,missing,missing,19,17,0.584,24,3.3,,,1.28,1.42,0.33,2.02,missing,missing
UNSURE,POSITIVE,YES,154,3,0.019,0,0.0375,2,8,0.0041,1,23,12,0.336,1,missing,,,missing,missing,missing,missing,9,8,0.837,74,2.76,,,0.44,0.98,0.44,1.88,missing,missing
UNSURE,QUESTIONABLE,NO,154,4,0.026,0,0,0,0,0,0,23,15,0.563,1,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNSURE,SCARED,YES,154,3,0.019,0,0.0078,3,8,0,0,23,11,0.466,1,missing,,,missing,missing,missing,missing,12,11,0.708,21,missing,,,1.18,1.17,0.46,2.26,missing,missing
UNSURE,SURE,YES,154,30,0.195,0.03,0.012,7,8,0.0081,5,23,6,0.142,1,missing,,,missing,missing,missing,missing,13,6,0.296,264,2.77,,,1.42,2.43,0.5,1.8,0,0
UNSURE,UNCERTAIN,NO,154,9,0.058,0,0,0,0,0,0,23,15,0.563,1,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNSURE,UNDECIDED,YES,154,7,0.045,0.116,0.0004,1,8,0.0085,5,23,12,0.46,1,missing,,,missing,missing,missing,missing,19,9,0.254,0,missing,,,1.18,0,0.09,0,0,0
UNSURE,UNEASY,YES,154,2,0.013,0.02,0.0005,1,8,0.0044,2,23,11,0.466,1,missing,,,missing,missing,missing,missing,19,14,0.486,22,missing,,,2.47,4.13,0.18,1.11,0,0
UNSURE,UNKNOWN,YES,154,4,0.026,0,0.0038,2,8,0,0,23,12,0.414,1,missing,,,missing,missing,missing,missing,21,16,0.583,47,missing,,,1.19,0,0.31,0,missing,missing
UNSURE,UNSAFE,NO,154,2,0.013,0,0,0,0,0,0,23,15,0.563,1,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNSURE,UNSTABLE,NO,154,3,0.019,0,0,0,0,0,0,23,15,0.563,1,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNSURE,WRONG,YES,154,2,0.013,0,0.0045,1,8,0,0,23,13,0.355,1,missing,,,missing,missing,missing,missing,6,6,0.88,129,2.6,,,0.67,1.02,0.67,2.34,missing,missing
UNTRUE,FALSE,YES,149,75,0.503,0,0.042,3,0,0.0672,2,4,0,0,2,missing,,,1.75,2.34,0.75,1.05,4,2,0.142,29,2.17,,,missing,0.97,0.5,1.56,missing,missing
UNTRUE,LIAR,YES,149,5,0.034,0.021,0,0,0,0.0219,2,4,1,0.06,2,missing,,,1.75,2.34,0.75,1.05,18,14,0.53,3,3.79,,,2.24,4.32,0.12,1.2,0,0
UNTRUE,LIE,YES,149,46,0.309,0.015,0.0442,3,0,0.0151,1,4,0,0,2,missing,,,1.75,2.34,0.75,1.05,18,14,0.727,59,4.04,N,V,1.81,2.29,0.69,4,3,0.15
UNTRUE,TRUE,YES,149,9,0.06,0.021,0.3536,1,0,0.2801,2,4,1,0.034,2,missing,,,1.75,2.34,0.75,1.05,14,11,0.294,231,2.65,,,missing,2.58,0.21,1.8,1,0.703
UNTRUTHFUL,BAD,YES,153,2,0.013,0,0.0209,3,1,0,0,10,5,0.112,0,missing,,,2.89,3.21,0.33,1.07,9,9,0.887,142,3,,,0.33,2.33,0.56,1.99,missing,missing
UNTRUTHFUL,DISHONEST,YES,153,9,0.059,0.027,0.0273,3,1,0.1483,5,10,3,0.053,0,missing,,,2.89,3.21,0.33,1.07,15,8,0.206,2,2.62,,,2.57,4.89,0.57,1.33,3,0.193
UNTRUTHFUL,FAKE,YES,153,3,0.02,0.021,0.0067,1,1,0.0068,2,10,5,0.144,0,missing,,,2.89,3.21,0.33,1.07,19,12,0.476,10,2.88,,,1.47,0,0.53,0,1,0.021
UNTRUTHFUL,FALSE,YES,153,3,0.02,0,0.0227,4,1,0.0307,1,10,4,0.098,0,missing,,,2.89,3.21,0.33,1.07,4,3,0.845,29,2.17,,,missing,0.97,0.5,1.56,missing,missing
UNTRUTHFUL,HONEST,YES,153,2,0.013,0,0.0174,2,1,0.065,4,10,4,0.066,0,missing,,,2.89,3.21,0.33,1.07,18,12,0.287,47,2.74,,,2.75,4.32,0.31,1.84,missing,missing
UNTRUTHFUL,JERK,YES,153,2,0.013,0,0.0045,1,1,0,0,10,7,0.55,0,missing,,,2.89,3.21,0.33,1.07,22,20,0.634,2,4.53,N,V,1.15,2.82,0.25,1.22,missing,missing
UNTRUTHFUL,LIAR,YES,153,49,0.32,0,0.011,2,1,0.0182,7,10,0,0,0,missing,,AJ,2.89,3.21,0.33,1.07,18,10,0.37,3,3.79,,,2.24,4.32,0.12,1.2,missing,missing
UNTRUTHFUL,LIE,YES,153,58,0.379,0.02,0.0378,6,1,0.0154,4,10,1,0.013,0,missing,,,2.89,3.21,0.33,1.07,18,11,0.384,59,4.04,N,V,1.81,2.29,0.69,4,6,0.699
UNTRUTHFUL,TRUTH,YES,153,7,0.046,0,0.1341,4,1,0.1034,3,10,3,0.046,0,missing,,,2.89,3.21,0.33,1.07,17,13,0.332,126,2.72,,,1.75,2.03,0.5,1.86,missing,missing
UNTRUTHFUL,UNFAITHFUL,NO,153,3,0.02,0,0,0,0,0,0,10,9,0.883,0,missing,,,2.89,3.21,0.33,1.07,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNUSED,CLEAN,YES,147,3,0.02,0,0.0058,1,4,0,0,13,7,0.257,3,missing,,,missing,missing,missing,missing,13,12,0.861,70,3.82,,,1.83,2.39,0.67,2.92,missing,missing
UNUSED,DUSTY,NO,147,2,0.014,0,0,0,0,0,0,13,9,0.726,3,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNUSED,LEFT,YES,147,4,0.027,0,0,0,4,0,0,13,8,0.699,3,missing,,,missing,missing,missing,missing,1,1,0.939,480,3.37,N,AJ,0,0,1,0,missing,missing
UNUSED,NEW,YES,147,66,0.449,0.034,0.0268,2,4,0.0214,3,13,5,0.108,3,missing,,,missing,missing,missing,missing,10,5,0.1,1635,3.44,,,1,1.79,0.67,2.35,0,0
UNUSED,NOW,YES,147,2,0.014,0,0,0,4,0,0,13,8,0.712,3,missing,,,missing,missing,missing,missing,9,7,0.189,1314,3.02,,,1,0,0.71,0,missing,missing
UNUSED,OLD,YES,147,4,0.027,0,0.3699,3,4,0.2124,1,13,5,0.108,3,missing,,,missing,missing,missing,missing,9,7,0.4,660,3.41,,,0.38,1.06,0.75,3.77,missing,missing
UNUSED,PORTION,YES,147,3,0.02,0,0,0,4,0,0,13,8,0.706,3,missing,,,missing,missing,missing,missing,18,16,0.834,62,missing,,,2.56,6,0.19,1.07,missing,missing
UNUSED,UNOPENED,NO,147,3,0.02,0,0,0,0,0,0,13,9,0.726,3,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNUSED,UNTOUCHED,NO,147,4,0.027,0,0,0,0,0,0,13,9,0.726,3,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNUSED,UNWANTED,NO,147,4,0.027,0,0,0,0,0,0,13,9,0.726,3,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNUSED,USED,YES,147,18,0.122,0,0.0075,2,4,0.0617,3,13,5,0.101,3,missing,,,missing,missing,missing,missing,12,7,0.299,612,3.11,,,1,0,0.22,0,missing,missing
UNUSED,USELESS,YES,147,3,0.02,0,0.0007,1,4,0.0009,1,13,6,0.652,3,missing,,,missing,missing,missing,missing,19,12,0.365,17,missing,,,1.62,0,0.15,0,missing,missing
UNUSED,WASTED,YES,147,4,0.027,0.027,0,0,4,0.008,2,13,6,0.557,3,missing,,,missing,missing,missing,missing,21,16,0.616,16,3.02,,,0.95,2.96,0.11,1.07,0,0
UNUSUAL,ABNORMAL,YES,142,4,0.028,0.014,0.0203,3,0,0.0831,5,11,4,0.176,63,2.2,,,4.36,5.44,0.91,1.37,13,6,0.121,3,missing,,,3.5,4.41,0.25,1.39,3,0.407
UNUSUAL,DIFFERENT,YES,142,15,0.106,0.014,0.0394,8,0,0.0261,5,11,2,0.141,63,2.2,,,4.36,5.44,0.91,1.37,12,5,0.155,312,2.75,,,3.45,5.06,1,2.82,8,0.957
UNUSUAL,IRREGULAR,YES,142,2,0.014,0.02,0,0,0,0.0144,7,11,3,0.155,63,2.2,,,4.36,5.44,0.91,1.37,15,5,0.417,9,missing,,,3.62,4.73,0.15,1.21,0,0
UNUSUAL,NORMAL,YES,142,7,0.049,0.028,0.0332,5,0,0.0406,6,11,3,0.091,63,2.2,,,4.36,5.44,0.91,1.37,15,8,0.243,136,2.38,,,3.33,5.14,0.6,1.97,5,0.474
UNUSUAL,ODD,YES,142,8,0.056,0.014,0.0523,7,0,0.0514,3,11,3,0.19,63,2.2,,,4.36,5.44,0.91,1.37,7,3,0.605,44,2.6,W,AJ,1.71,2.38,0.71,1.89,7,0.335
UNUSUAL,RARE,YES,142,2,0.014,0.035,0.0004,1,0,0.0073,3,11,7,0.479,63,2.2,,,4.36,5.44,0.91,1.37,27,19,0.476,41,3.23,N,AJ,1.65,3.3,0.35,1.44,1,0.02
UNUSUAL,SAME,YES,142,2,0.014,0,0.0636,3,0,0.0566,1,11,7,0.57,63,2.2,,,4.36,5.44,0.91,1.37,8,7,0.311,686,2.44,,,2.12,2.18,0.88,3.12,missing,missing
UNUSUAL,STRANGE,YES,142,42,0.296,0.034,0.0627,8,0,0.0756,5,11,1,0.014,63,2.2,,,4.36,5.44,0.91,1.37,12,4,0.081,84,2.45,,,3.8,2.64,0.7,2.1,8,0.666
UNUSUAL,UNIQUE,YES,142,3,0.021,0.034,0.0202,5,0,0.0235,4,11,4,0.218,63,2.2,,,4.36,5.44,0.91,1.37,15,9,0.503,58,2.96,,,2.71,2.6,0.57,1.42,5,0.226
UNUSUAL,USUAL,YES,142,18,0.127,0.171,0.0021,1,0,0.0108,3,11,7,0.38,63,2.2,,,4.36,5.44,0.91,1.37,14,10,0.391,96,2.39,,,2.79,2.61,0.5,1.34,1,0.042
UNUSUAL,WEIRD,YES,142,20,0.141,0.021,0.1422,7,0,0.1007,6,11,3,0.155,63,2.2,,,4.36,5.44,0.91,1.37,15,6,0.285,10,2.39,,,3.69,3.9,0.85,2.33,7,0.847
UP,DOWN,YES,148,125,0.845,0.581,0.0007,1,0,0.0005,1,5,3,0.075,1895,3.8,,,1.2,1.33,1,2.02,10,8,0.271,895,3.23,W,AD,0.6,1.52,0.8,2.26,1,0.027
UP,ELEVATOR,YES,148,4,0.027,0.291,0.0181,2,0,0.0258,2,5,2,0.061,1895,3.8,,,1.2,1.33,1,2.02,14,11,0.381,12,6.23,,,0.79,3.03,0.36,1.43,2,0.102
UP,HIGH,YES,148,6,0.041,0.034,0.0003,1,0,0.0003,1,5,3,0.886,1895,3.8,,,1.2,1.33,1,2.02,11,9,0.799,497,3.62,,,0.73,1.85,0.55,1.92,1,0.017
UP,SKY,YES,148,3,0.02,0.011,0.0006,1,0,0.0007,1,5,3,0.886,1895,3.8,,,1.2,1.33,1,2.02,12,9,0.872,58,5.32,,,1.18,1.56,0.82,2.03,1,0.014
UP,STAIR,YES,148,2,0.014,0.109,0.0058,1,0,0.0022,1,5,3,0.906,1895,3.8,,,1.2,1.33,1,2.02,12,9,0.647,2,5.54,,,0.82,1.65,0.36,1.63,1,0.216
UPDATE,ALERT,YES,148,2,0.014,0,0,0,3,0,0,18,14,0.631,1,missing,,,missing,missing,missing,missing,13,11,0.716,33,3.96,,,0.82,2.01,0.36,1.27,missing,missing
UPDATE,CALENDAR,YES,148,2,0.014,0,0,0,3,0,0,18,14,0.631,1,missing,,,missing,missing,missing,missing,8,8,0.856,28,6.48,,,2.12,2.65,0.38,1.11,missing,missing
UPDATE,COMPUTER,YES,148,3,0.02,0,0.0007,1,3,0,0,18,13,0.598,1,missing,,,missing,missing,missing,missing,33,25,0.637,13,6.15,,,0.88,0,0.44,0,missing,missing
UPDATE,CURRENT,YES,148,6,0.041,0.04,0.001,1,3,0.0106,2,18,12,0.266,1,missing,,,missing,missing,missing,missing,21,18,0.705,104,missing,G,AJ,2,6.45,0.19,1.16,0,0
UPDATE,FIX,YES,148,2,0.014,0,0,0,3,0,0,18,14,0.631,1,missing,,,missing,missing,missing,missing,9,8,0.793,14,3.1,N,V,1.5,1.19,0.5,2.35,missing,missing
UPDATE,INFORM,YES,148,11,0.074,0,0,0,3,0.0103,2,18,12,0.246,1,missing,,,missing,missing,missing,missing,14,10,0.645,7,missing,,,1.25,2.69,0.33,1.16,missing,missing
UPDATE,INFORMATION,YES,148,4,0.027,0,0.032,1,3,0.0089,2,18,12,0.287,1,missing,,,missing,missing,missing,missing,22,20,0.652,269,3.8,,N,1.05,1.83,0.23,1.45,missing,missing
UPDATE,KNOW,YES,148,2,0.014,0,0.007,1,3,0,0,18,13,0.557,1,missing,,,missing,missing,missing,missing,24,21,0.699,683,2.7,,,1.62,5.27,0.48,1.62,missing,missing
UPDATE,LATE,YES,148,2,0.014,0,0,0,3,0,0,18,14,0.631,1,missing,,,missing,missing,missing,missing,11,11,0.841,179,2.53,,,1.09,2.58,0.46,2.53,missing,missing
UPDATE,NEWS,YES,148,46,0.311,0.014,0.0051,4,3,0.0028,1,18,10,0.165,1,missing,,,missing,missing,missing,missing,20,14,0.518,102,5.62,,,0.38,1.1,0.38,1.66,0,0
UPDATE,RECENT,YES,148,4,0.027,0,0.0033,1,3,0.002,2,18,12,0.563,1,missing,,,missing,missing,missing,missing,18,13,0.694,179,missing,,,2.13,0,0.13,0,missing,missing
UPDATE,REFRESH,NO,148,2,0.014,0,0,0,0,0,0,18,15,0.645,1,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UPDATE,RENEW,NO,148,6,0.041,0,0,0,0,0,0,18,15,0.645,1,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UPDATE,REPORT,YES,148,4,0.027,0.01,0.0002,1,3,0.0126,2,18,12,0.293,1,missing,,,missing,missing,missing,missing,23,20,0.689,174,5.67,G,N,2.04,3.56,0.17,1.07,0,0
UPDATE,REVIEW,YES,148,3,0.02,0,0.0005,1,3,0.0002,1,18,13,0.611,1,missing,,,missing,missing,missing,missing,16,12,0.596,56,missing,,,2.23,0,0.15,0,missing,missing
UPDATE,REVISE,NO,148,4,0.027,0,0,0,0,0,0,18,15,0.645,1,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UPDATE,SUMMARY,YES,148,2,0.014,0,0.0005,2,3,0.0011,2,18,12,0.584,1,missing,,,missing,missing,missing,missing,22,17,0.713,21,missing,,,2,4.45,0.16,1.28,missing,missing
UPDATE,TODAY,YES,148,2,0.014,0,0.0007,1,3,0,0,18,13,0.604,1,missing,,,missing,missing,missing,missing,11,11,0.817,284,missing,,,1.27,1.99,0.27,2.02,missing,missing
UPSET,ANGRY,YES,148,21,0.142,0.047,0.0561,2,0,0.0924,3,12,7,0.272,14,3.18,T,V,2.5,5.77,0.42,1.12,9,5,0.103,45,3.75,,,1.44,2.97,0.44,1.71,2,0.407
UPSET,CALM,YES,148,2,0.014,0,0.0002,1,0,0.001,1,12,10,0.792,14,3.18,T,V,2.5,5.77,0.42,1.12,14,12,0.564,35,3.56,,,1.62,2.65,0.62,1.71,missing,missing
UPSET,CRY,YES,148,22,0.149,0.014,0.0149,3,0,0.0293,3,12,7,0.379,14,3.18,T,V,2.5,5.77,0.42,1.12,14,9,0.644,48,4.32,,,1.69,4.03,0.77,4.16,3,0.211
UPSET,DEPRESSED,YES,148,3,0.02,0.034,0.0104,3,0,0.1133,4,12,6,0.373,14,3.18,T,V,2.5,5.77,0.42,1.12,10,5,0.136,11,2.36,,,2,4.84,0.5,1.15,3,0.1
UPSET,EMOTION,YES,148,2,0.014,0,0,0,0,0.0341,4,12,7,0.393,14,3.18,T,V,2.5,5.77,0.42,1.12,11,7,0.483,34,2.4,,,2.27,4.58,0.18,1.31,missing,missing
UPSET,HAPPY,YES,148,6,0.041,0,0.184,7,0,0.1275,1,12,4,0.082,14,3.18,T,V,2.5,5.77,0.42,1.12,8,6,0.231,98,3.51,,,1.29,1.52,0.86,3.38,missing,missing
UPSET,HURT,YES,148,5,0.034,0,0.0076,1,0,0.0108,2,12,9,0.434,14,3.18,T,V,2.5,5.77,0.42,1.12,12,10,0.769,37,3.66,,,1.17,2.03,0.83,3.56,missing,missing
UPSET,MAD,YES,148,21,0.142,0.021,0.0738,1,0,0.0807,4,12,7,0.265,14,3.18,T,V,2.5,5.77,0.42,1.12,11,5,0.164,39,3.04,P,AJ,1.8,4.77,0.5,2.06,1,0.52
UPSET,NERVOUS,YES,148,2,0.014,0,0.001,1,0,0.0002,1,12,10,0.792,14,3.18,T,V,2.5,5.77,0.42,1.12,19,17,0.721,24,3.3,,,1.28,1.42,0.33,2.02,missing,missing
UPSET,SAD,YES,148,30,0.203,0,0.0982,8,0,0.0369,4,12,3,0.048,14,3.18,T,V,2.5,5.77,0.42,1.12,7,3,0.116,35,3.52,,,1.14,2.09,1,3.27,missing,missing
UPSET,STOMACH,YES,148,3,0.02,0.014,0,0,0,0,0,12,11,0.8,14,3.18,T,V,2.5,5.77,0.42,1.12,17,14,0.807,37,6.04,G,N,1.8,3.5,0.47,2.59,0,0
UPSET,UNHAPPY,YES,148,4,0.027,0,0.0129,3,0,0.1546,3,12,7,0.387,14,3.18,T,V,2.5,5.77,0.42,1.12,5,2,0.042,26,3.28,,,1.6,3.11,0.6,1.12,missing,missing
UPSTAIRS,2ND FLOOR,NO,150,2,0.013,0,0,0,0,0,0,11,9,0.853,28,missing,,,1.33,1.59,0.11,1.59,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UPSTAIRS,ABOVE,YES,150,3,0.02,0,0,0,2,0,0,11,8,0.833,28,missing,,,1.33,1.59,0.11,1.59,9,9,0.92,188,missing,,,1.44,1.8,0.56,1.79,missing,missing
UPSTAIRS,BEDROOM,YES,150,6,0.04,0,0.006,1,2,0.0009,1,11,6,0.753,28,missing,,,1.33,1.59,0.11,1.59,14,13,0.833,52,6.03,,,1.29,3.36,0.14,1.04,missing,missing
UPSTAIRS,CLIMB,YES,150,3,0.02,0,0.0029,1,2,0,0,11,7,0.82,28,missing,,,1.33,1.59,0.11,1.59,15,15,0.934,12,3.67,,,2.07,5.4,0.53,1.76,missing,missing
